French,MOSSI
"3  “ Heureux* ceux qui sont conscients de leur pauvreté spirituelle*+, puisque le royaume des cieux leur appartient+. ","3  “Sũ-noog rãmb la neb nins sẽn mi tɩ b segd n baoa Wẽnnaamã, bala saasẽ Rĩungã yaa bãmb n so. "
"4  “ Heureux ceux qui sont dans le deuil, puisqu’ils seront consolés+. ","4  “Sũ-noog rãmb la neb nins sẽn kẽnd ne sũ-sãamsã, bala b na n paama belsgo. "
"5  “ Heureux ceux qui sont doux de caractère+, puisqu’ils hériteront de la terre+. ","5  “Sũ-noog rãmb la neb nins sẽn yaa sũ-maasem dãmbã,* bala b na n sooga tẽngã. "
"6  “ Heureux ceux qui ont faim et soif+ de justice, puisqu’ils seront rassasiés+. ","6  “Sũ-noog rãmb la neb nins tɩrlem kom la a ko-yũud sẽn tarã, bala b na n tɩgame.* "
"7  “ Heureux les miséricordieux+, puisqu’il leur sera fait miséricorde. ","7  “Sũ-noog rãmb la nimbãan-zoɛtbã, bala b na n zoee bãmb nimbãanega. "
"8  “ Heureux ceux qui ont le cœur pur*+, puisqu’ils verront Dieu+. ","8  “Sũ-noog rãmb la neb nins sẽn yaa pʋ-peelem dãmbã,* bala b na n yãa Wẽnnaam. "
"9  “ Heureux les pacifiques*+, puisqu’ils seront appelés ‘ fils+ de Dieu ’. ","9  “Sũ-noog rãmb la neb nins sẽn nong* laafɩ wã, bala b na n boola bãmb tɩ Wẽnnaam kamba.* "
"10  “ Heureux ceux qui ont été persécutés+ à cause de la justice, puisque le royaume des cieux leur appartient. ","10  “Sũ-noog rãmb la neb nins b sẽn namsd tɩrlmã yĩngã, bala saasẽ Rĩungã yaa bãmb n so. "
"11  “ Heureux êtes-​vous lorsqu’on vous outrage+, qu’on vous persécute+ et qu’on dit mensongèrement contre vous toutes sortes de choses mauvaises, à cause de moi.","11  “Yãmb yaa sũ-noog rãmba, sã n mik tɩ b paoogda yãmb mam yĩnga, n namsd yãmb la b rõt yãmb ne wẽng buud fãa."
"12  Réjouissez-​vous et bondissez de joie+, puisque votre récompense+ est grande dans les cieux ; car c’est ainsi qu’on a persécuté les prophètes+ [qui ont vécu] avant vous. ","12  Maan-y sũ-noog la y kɩdme, yãmb keoorã sẽn be Wẽnnaam nengẽ* wã sẽn yaa kãsengã yĩnga. Bala yaa woto me la b nams no-rɛɛsdbã sẽn zĩnd pĩndã. "
"13  “ Vous êtes le sel+ de la terre ; mais si le sel perd sa force, avec quoi lui rendra-​t-​on son pouvoir salant ? Il n’est plus bon à rien qu’à être jeté dehors+ pour être piétiné par les hommes. ","13  “Yãmb yaa dũniyã yamsem. La yamsem noosem sã n yi, bõe la b tõe n maan t’a le paam noosem? A pa le tar yõod tɩ sã n pa b rɩk-a n lob yɩng tɩ nebã tab ye. "
14  “ Vous êtes la lumière du monde+. Une ville ne peut être cachée quand elle est située sur une montagne.,14  “Yãmb yaa dũniyã vẽenem. Tẽng sẽn be tãng zug pa tõe n solg ye.
"15  On allume une lampe pour la mettre, non pas sous le panier à mesurer+, mais sur le porte-lampe, et elle éclaire tous ceux qui sont dans la maison.","15  Ned pa yõgend fɩtl n ning peoog* tẽngr ye. A na n dogl-a-la fɩtl-doagendg zugu, tɩ vẽneg neb nins fãa sẽn be roogã pʋgẽ wã."
"16  De même, que votre lumière+ brille devant les hommes, pour qu’ils voient vos belles œuvres+ et rendent gloire+ à votre Père qui est dans les cieux. ","16  Bɩ yãmb me vẽenem yãg nebã sʋka, tɩ b tõog n yã yãmb tʋʋm-sõma wã, n pẽg yãmb Ba sẽn be saasẽ wã. "
"17  “ Ne pensez pas que je sois venu pour détruire la Loi+ ou les Prophètes. Je suis venu, non pas pour détruire, mais pour accomplir+ ;",17  “Ra tags-y tɩ mam waame n na n sãam Tõogã la no-rɛɛsdbã sẽn gʋls bũmb ninsã ye. Mam pa wa n na n sãam-b ye. Mam waame n na n pids-ba.
"18  car, vraiment, je vous dis que le ciel et la terre passeraient+ plutôt que ne passe de la Loi de quelque manière une seule toute petite lettre ou une seule particule de lettre sans que toutes choses arrivent+.","18  Sɩd-sɩda, mam yeta yãmb tɩ baa saasã la tẽngã sã n looge, Tõogã gʋls-bil ning sẽn pa ta a taabã, wall a gʋls-bi-pɛdg baa ye kõn sãame, tɩ bõn-kãensã fãa pa pids ye."
"19  Celui donc qui viole+ un seul de ces plus petits commandements, et qui enseigne aux humains [à faire] de même, sera appelé ‘ le plus petit ’ en ce qui concerne le royaume des cieux+. Quant à quiconque les pratique et les enseigne+, celui-là sera appelé ‘ grand+ ’ en ce qui concerne le royaume des cieux.","19  Rẽnd ned ning fãa sẽn kɩɩsd no-bõones-kãensã a ye, la a yet neb a taabã tɩ b maan woto, yẽ kõn zems tɩ kẽ saasẽ Rĩungã pʋgẽ* ye. La ned sã n tũud no-kãense, la a zãmsd neb a taabã rẽ, yẽ soab na n zemsame tɩ kẽ saasẽ Rĩungã pʋgẽ.*"
"20  Car je vous dis que si votre justice n’abonde pas plus que celle des scribes et des Pharisiens+, vous n’entrerez en aucune manière+ dans le royaume des cieux. ","20  Mam yeta yãmb tɩ yãmb tɩrlmã sã n pa yɩɩg gʋlsdbã ne Fariziẽ-rãmbã, yãmb kõn tol n kẽ saasẽ Rĩungã pʋgẽ ye. "
21  “ Vous avez entendu qu’il a été dit à ceux des temps anciens : ‘ Tu ne dois pas assassiner+ ; mais celui qui commet un meurtre+ en répondra devant le tribunal+. ’,"21  “Yãmb wʋmame tɩ b ra yeela pĩnd wẽndẽ dãmbã yaa: ‘Ra kʋ ye, la tɩ ned sã n kʋ a to, zemsame tɩ bʋ-kaoodb kao a bʋʋdo.’"
22  Cependant moi je vous dis que tout homme qui continue d’être en colère+ contre son frère en répondra+ devant le tribunal ; mais celui qui profère contre son frère un inqualifiable terme de mépris* en répondra devant la Cour suprême* ; tandis que celui qui dit : ‘ Fou abject ! ’ sera passible de la géhenne*+ de feu. ,"22  La mam yeta yãmb tɩ ned sũur sã n yik ne a saam-biig n pa sigda, zemsame tɩ bʋ-kaoodb kao a bʋʋdo. Ned sã n paoog a saam-biig ne gom-bɛda, zemsame tɩ Bʋ-kaoodbã sul-kãsengã* kao a bʋʋdo. La ned sã n yeel a to tɩ: ‘Fo yaa yalem tembende,’ zemsame tɩ b lob-a Zeyɛn* bugmã pʋgẽ. "
"23  “ Si donc tu apportes ton présent à l’autel+ et que là tu te souviennes que ton frère a quelque chose contre toi+,","23  “Woto yĩnga, fo sã n tall f kũun n ta tẽn-kugrã taoore, n tẽeg tɩ f saam-biig sũur n sãam ne foo,"
"24  laisse ton présent là, devant l’autel, et va-​t’en ; d’abord, fais la paix avec ton frère+, et puis, quand tu seras revenu, offre ton présent+. ","24  bɩ f bas kũunã tẽn-kugrã taoore, la f reng n kẽng n tɩ maneg f yellã ne f saam-biigã, n yaool n wa kõ f kũunã. "
"25  “ Arrange-​toi vite avec celui qui porte plainte contre toi, pendant que tu es avec lui sur le chemin [du tribunal], de peur que le plaignant+ ne te livre au juge, et le juge à l’huissier de justice, et que tu ne sois jeté en prison.","25  “Bɩ f yɩ tao-tao n maneg f yell ne f zabd-n-taaga, yãmb sẽn wat n be sorẽ n dabd bʋ-kaoorã zĩigẽ, sẽn na yɩl tɩ f zabd-n-taagã ra wa rɩk-f n ning bʋ-kaoodã nugẽ, tɩ bʋ-kaoodã ning-f bʋ-kaoor zĩigẽ tʋm-tʋmdã nugẽ, t’a kɩt tɩ b kẽes-f bãens roogẽ ye."
"26  Vraiment, je te le dis : Non, tu ne sortiras pas de là que tu n’aies payé la dernière pièce de monnaie de très peu de valeur*+. ","26  Mam yeta foom sɩd tɩ f sã n pa yao f samdã, hal n tãag f yaoolem lagf* ning sẽn pa zem baa fʋɩ wã, b kõn bas-f tɩ f yi ye. "
27  “ Vous avez entendu qu’il a été dit : ‘ Tu ne dois pas commettre d’adultère+. ’,27  “Yãmb wʋmame tɩ b ra yeelame: ‘Ra yo ye.’
28  Mais moi je vous dis que tout homme qui continue à regarder une femme+ de manière à éprouver une passion pour elle a déjà commis l’adultère+ avec elle dans son cœur+.,"28  La mam yeta yãmb tɩ ned sã n ges pag hal t’a yam wa kẽ-a, a zoe n yoo ne-a a sũurẽ wã."
"29  Si donc ton œil droit te fait trébucher, arrache-​le et jette-​le loin de toi+. Car il t’est plus avantageux de perdre un seul de tes membres que de voir tout ton corps jeté+ dans la géhenne.","29  Woto yĩnga, fo rɩtg nifã sã n kʋɩɩbd foom* bɩ f feoog-a n lob yɩɩga. Bala, fo sã n kong f yĩngã will a yembr n são b sẽn na n lob f yĩngã tõr Zeyɛnne.*"
"30  De plus, si ta main droite te fait trébucher, coupe-​la et jette-​la loin de toi+. Car il t’est plus avantageux de perdre un seul de tes membres que de voir tout ton corps s’en aller dans la géhenne. ","30  Sẽn paase, fo rɩtg nugã sã n kʋɩɩbd foom bɩ f fiuug-a n lob yɩɩga. Bala, fo sã n kong f yĩngã will a yembr n são f yĩngã tõr sẽn na n wa tɩ be Zeyɛnne.* "
"31  “ Il a aussi été dit : ‘ Celui qui divorce+ d’avec sa femme, qu’il lui donne un acte de divorce+. ’","31  “B ra yeelame me: ‘Ned sã n na n bas a paga, bɩ a kõ-a basg sebre.’"
"32  Cependant moi je vous dis que tout homme qui divorce d’avec sa femme — excepté pour cause de fornication*+ — l’expose à devenir adultère+, et celui qui se marie avec une femme divorcée* commet l’adultère*+. ","32  La mam yeta yãmb tɩ ned sã n bas a pag tɩ pa a sẽn yo* yĩng bala, a kɩtdame t’a tõe n lʋɩ yoob pʋgẽ. La ned sã n kẽ kãadem ne pʋg-kãnga, yẽ me yoodame. "
"33  “ Vous avez encore entendu qu’il a été dit à ceux des temps anciens : ‘ Tu ne dois pas jurer+ sans tenir, mais tu dois t’acquitter envers Jéhovah* de tes vœux+. ’","33  “Yãmb wʋmame me tɩ b ra yeela pĩnd wẽndẽ dãmbã yaa: ‘Ra wẽen n yaool n pa pids ye, la tɩ f segd n pidsa pʋleng ning fãa f sẽn pʋlem a Zeova.’*"
"34  Cependant moi je vous dis : Ne jurez pas+ du tout : ni par le ciel, parce qu’il est le trône de Dieu+ ;",34  La mam yeta yãmba: Ra wẽen-y a bada. Ra wẽen-y ne saasã ye. Bala yaa Wẽnnaam geere.
"35  ni par la terre, parce qu’elle est le marchepied+ de ses pieds ; ni par Jérusalem, parce qu’elle est la ville+ du grand Roi.","35  Ra wẽen-y ne tẽngã, bala yaa Wẽnnaam nao-roagendga. Ra wẽen-y ne Zerizalɛm me ye. Bala yaa Rĩm-kãsengã galʋ-tẽnga."
"36  Tu ne dois pas non plus jurer par ta tête, parce que tu ne peux rendre un seul cheveu blanc ou noir.",36  Ra wẽen-y ne y zugã ye. Bala yãmb pa tõe n kɩt tɩ y zoobg a yembr lebg pɛɛlg bɩ sablg ye.
"37  Que votre mot Oui signifie simplement Oui, votre Non, Non+ ; car ce qui est en plus vient du méchant*+. ","37  Bɩ yãmb ‘N-yẽe’ yɩ n-yẽe, tɩ y ‘Ayo’ yɩ ayo. Bala, sẽn zʋʋg rẽ yita wẽng soabã nengẽ. "
38  “ Vous avez entendu qu’il a été dit : ‘ Œil pour œil et dent pour dent+. ’,"38  “Yãmb wʋmame tɩ b ra yeelame: ‘Nifr n dond nifu, tɩ yẽnd rond yẽnde.’"
"39  Cependant moi je vous dis : Ne vous opposez pas à celui qui est méchant* ; mais qui te gifle sur la joue+ droite, tourne aussi vers lui l’autre [joue].","39  La mam yeta yãmba: Ra kɩɩs-y nin-wẽng ye. La ned sã n wẽ f rɩtg yɛgdgã, bɩ f tees-a yɛgdg a to wã me."
"40  Et si quelqu’un veut aller avec toi devant le tribunal et prendre ton vêtement intérieur, laisse-​lui aussi ton vêtement de dessus+ ;","40  La ned sã n dat n tall foo n kẽng bʋʋd zĩigẽ sẽn na yɩl n deeg f tẽngr fuugu, bɩ f bas t’a reeg f zugẽ fuugã me."
"41  et si quelqu’un qui commande te réquisitionne pour un mille*, fais deux milles avec lui+.","41  Pãn-soaad sã n modg foo tɩ f tʋk zɩɩb n kẽn kilo a yembre, bɩ f kẽn kilo a yiibu."
"42  Donne à celui qui te demande, et ne te détourne pas de qui veut t’emprunter [sans intérêt]+. ","42  Ned sã n kos foo bũmb bɩ f kõ-a, la ned sã n dat n peng* fo bũmb bɩ f ra zãgs ye. "
43  “ Vous avez entendu qu’il a été dit : ‘ Tu dois aimer ton prochain+ et haïr ton ennemi+. ’,"43  “Yãmb wʋmame tɩ b ra yeelame: ‘Fo tog n nonga f to, la f kisg f bɛya.’"
44  Cependant moi je vous dis : Continuez d’aimer vos ennemis+ et de prier pour ceux qui vous persécutent+ ;,"44  La mam yeta yãmba: Nong-y y bɛɛbã, la y pʋʋsd neb nins sẽn namsd yãmbã yĩnga."
"45  afin de vous montrer fils de votre Père qui est dans les cieux+, puisqu’il fait lever son soleil sur les méchants et sur les bons et qu’il fait pleuvoir sur les justes et sur les injustes+.","45  Woto la y wilgd tɩ y yaa y Ba sẽn be saasẽ wã kamba. Bala, bãmb kɩtdame tɩ b wĩntoogã zẽkd nin-wẽnsã la nin-sõma wã yĩnga, la b kɩtdẽ tɩ saagã niid nin-tɩrsã la sẽn ka-b tɩrsã yĩnga."
"46  Car si vous aimez ceux qui vous aiment, quelle récompense avez-​vous+ ? Les collecteurs d’impôts aussi n’en font-​ils pas autant ?","46  La yãmb sã n nong neb nins sẽn nong yãmbã bala, yãmb segda ne keoor sɩda? Yõor-yaood dɛɛgdbã me pa maand woto la?"
"47  Et si vous ne saluez que vos frères, que faites-​vous d’extraordinaire ? Les gens des nations aussi n’en font-​ils pas autant ?","47  La yãmb sã n pʋʋsd yãmb saam-biisã bala, yãmb maanda bõn-kãseng sɩda? Neb nins sẽn pa mi Wẽnnaamã me pa maand woto la?"
"48  Vous devez donc être parfaits, comme votre Père céleste est parfait*+.","48  Woto yĩnga, yãmb segd n zemsa zãnga,* wa yãmb Ba sẽn be saasẽ wã sẽn zems zãngã."
"6  “ Prenez bien garde de ne pas pratiquer votre justice+ devant les hommes, pour être remarqués par eux ; autrement vous n’aurez pas de récompense auprès de votre Père qui est dans les cieux.","6  “Bɩ yãmb gũus n da wa tʋm y tʋʋm-sõma wã nebã nifẽ sẽn na yɩl tɩ b yã ye. Sã n pa rẽ, y pa na n paam keoor y Ba sẽn be saasẽ wã nengẽ ye."
"2  Quand donc tu fais des dons de miséricorde+, ne sonne pas de la trompette+ devant toi, comme font les hypocrites dans les synagogues et dans les rues, afin d’être glorifiés par les hommes. Vraiment, je vous le dis : Ils ont déjà leur pleine récompense.","2  Woto wã, fo sã n dat n kõ naong rãmb kũuni,* bɩ f ra kɩt tɩ b peeb baorg fo taoor wa pʋ-lik rãmbã sẽn maand karen-dotẽ wã, la soay zut n dat tɩ nebã pẽg-bã ye. Sɩd-sɩda, mam yeta yãmb tɩ b zoe n paama b keoorã zãnga."
"3  Mais toi, quand tu fais des dons de miséricorde, que ta main gauche ne sache pas ce que fait ta droite,","3  La fo sã n na n kõ naong rãmb kũuni, bɩ f ra sak tɩ f nug-goabgã bãng f nug-rɩtgã sẽn maandã,"
4  afin que tes dons de miséricorde se fassent en secret ; alors ton Père qui regarde dans le secret te le rendra+. ,"4  tɩ f kũunã yɩ sẽn soos n kõ. Rẽ, fo Ba wã sẽn ne bũmb fãa wã na n keoo foom. "
"5  “ De plus, quand vous priez, vous ne devez pas être comme les hypocrites ; parce qu’ils aiment prier debout+ dans les synagogues et aux coins des grandes rues, afin d’être vus des hommes+. Vraiment, je vous le dis : Ils ont déjà leur pleine récompense.","5  “Yãmb sã n na n pʋʋs me, bɩ y ra maan wa pʋ-lik rãmbã ye. B nong n yasa karen-dotẽ la so-kãsemsã sotiisẽ n pʋʋsdẽ, n dat tɩ nebã yã-ba. Sɩd-sɩda, mam yeta yãmb tɩ b zoe n paama b keoorã zãnga."
"6  Toi, cependant, quand tu pries, entre dans ta chambre particulière+ et, après avoir fermé la porte, prie ton Père qui est là dans le secret+ ; alors ton Père qui regarde dans le secret te le rendra.","6  La fo sã n na n pʋʋs bɩ f kẽ f roogẽ, n pag kʋɩlengã la f yaool n pʋʋs f Ba sẽn yaa soab ning ninsaal sẽn pa tõe n yã wã. Rẽ, fo Ba wã sẽn ne bũmb fãa wã na n keoo foom."
"7  Mais quand vous priez, ne redites pas toujours les mêmes choses*+, comme font les gens des nations, car ils pensent qu’ils seront entendus parce qu’ils parlent beaucoup.","7  Fo sã n wa pʋʋsdẽ, bɩ f ra togsd goam n yɩlemdẽ, wa sẽn pa mi-b Wẽnnaamã sẽn maandã ye. B tẽedame tɩ b sẽn gomd wʋsgã yĩng la b pʋʋsgã na n deege."
"8  Donc, ne devenez pas comme eux, car Dieu votre Père sait de quoi vous avez besoin+ avant même que vous le lui demandiez. ","8  Bɩ y ra maan wa bãmb ye. Bala nand tɩ y kos menga, yãmb Ba wã mii bũmb nins yãmb sẽn datã. "
"9  “ Vous devez donc prier ainsi+ : “ ‘ Notre Père dans les cieux, que ton nom+ soit sanctifié*+.","9  “Woto wã, ad yãmb sẽn tog n pʋʋs to-to: “ ‘Tõnd Ba sẽn be saasẽ, bɩ yãmb yʋʋr paam waoogre.*"
"10  Que ton royaume+ vienne. Que ta volonté+ se fasse, comme dans le ciel, aussi sur la terre+.","10  Bɩ yãmb Rĩungã wa. Bɩ y raabã maan tẽngã zugu, wa sẽn maand saasẽ wã.*"
11  Donne-​nous aujourd’hui notre pain pour ce jour+ ;,"11  Bɩ y kõ tõnd rɩɩb* rũndã tɩ seke,"
"12  et remets-​nous* nos dettes, comme nous aussi avons remis à nos débiteurs+.","12  la y kõ tõnd sugr d yel-wẽnã* yĩnga, wa tõnd me sẽn kõ d bɛɛgdbã* sugrã."
"13  Et ne nous fais pas entrer en tentation+, mais délivre-​nous du méchant*+. ’ ",13  Ra bas-y tõnd tɩ d maan yel-wẽnd makr sasa ye.* Fãag-y* tõnd wẽng soabã nugẽ.’ 
"14  “ Car si vous pardonnez aux hommes leurs fautes, votre Père céleste vous pardonnera aussi+ ;","14  “Bala yãmb sã n kõ nebã sugr b beegrã yĩnga, yãmb Ba sẽn be saasẽ wã me na n kõo yãmb sugri."
"15  mais si vous ne pardonnez pas aux hommes leurs fautes, votre Père non plus ne vous pardonnera pas vos fautes+. ","15  La yãmb sã n pa kõ nebã sugr b beegrã yĩnga, yãmb Ba wã me pa na n kõ yãmb sugr y beegrã yĩng ye. "
"16  “ Quand vous jeûnez+, cessez de vous donner un air triste comme les hypocrites, car ils se défigurent le visage pour faire paraître aux hommes qu’ils jeûnent+. Vraiment, je vous le dis : Ils ont déjà leur pleine récompense.","16  “Yãmb sã n loe noor bɩ y ra le gãnem y nensã wa pʋ-lik rãmbã ye. Bãmb basda b mense,* n dat tɩ nebã bãng tɩ b loee noore. Sɩd-sɩda, mam yeta yãmb tɩ b zoe n paama b keoorã zãnga."
"17  Mais toi, quand tu jeûnes, enduis ta tête d’huile et lave ton visage+,","17  La fo sã n loe noor bɩ f sõog f zugã kaam, la f widg f nengã,"
"18  pour faire paraître que tu jeûnes, non pas aux hommes, mais à ton Père qui est là dans le secret+ ; alors ton Père qui regarde dans le secret te le rendra. ","18  sẽn na yɩl tɩ nebã ra bãng tɩ fo loee noore, tɩ yɩ f Ba sẽn yaa soab ning ninsaal sẽn pa tõe n yã wã bal n mi rẽnda. Woto, f Ba wã sẽn ne bũmb fãa wã na n keoo foom. "
"19  “ Cessez de vous amasser des trésors+ sur la terre, où mite et rouille rongent, et où les voleurs percent et dérobent.","19  “Bɩ y ra le bĩng y paoongã tẽng zugu, zĩig ning mogd* la tẽngempiisim sẽn sãamde, la wagda sẽn kẽed n zuudã ye."
"20  Amassez-​vous plutôt des trésors dans le ciel+, où ni mite ni rouille ne rongent+, et où les voleurs ne percent ni ne dérobent.","20  Bĩng-y yãmb paoongã saasẽ, zĩig ning mogd la tẽngempiisim sẽn pa sãamde, la wagda sẽn pa kẽed n zuudã."
"21  Car là où est ton trésor, là aussi sera ton cœur. ","21  Bala, fo paoongã sẽn be zĩig ninga, yaa be la fo sũurã me na n zĩndi. "
"22  “ La lampe du corps, c’est l’œil+. Si donc ton œil est simple*, tout ton corps sera lumineux ;","22  “Nifr yaa yĩngã fɩtla. Dẽnd, fo nifã sã n get bõn-yɛnga,* fo yĩngã tõr na n yɩɩ vẽenem.*"
